ProductID,ProductName,Category,SubCategory,Brand,PriceUSD,StockQty,Rating,UnitsSold,Description,Revenue,LowStock,SalesLevel,PriceRange
GRN-1331,Cordless Screwdriver,Cleaning Supplies,Surface Cleaners,Milwaukee,231.61,441,3.7,3779,Milwaukee Surface Cleaners product suitable for industrial use.,875254.1900000001,False,High,Medium
GRN-1332,Safety Gloves - Large,Cleaning Supplies,Surface Cleaners,Eaton,157.05,464,4.3,669,Eaton Surface Cleaners product suitable for industrial use.,105066.45000000001,False,Low,Medium
GRN-1333,Pipe Wrench,Plumbing,Pipe Tools,Ansell,196.81,499,4.9,4245,Ansell Pipe Tools product suitable for industrial use.,835458.45,False,High,Medium
GRN-1334,Pipe Wrench,Electrical,Extension Cords,GE,300.18,5,4.6,2225,GE Extension Cords product suitable for industrial use.,667900.5,True,Medium,High
GRN-1335,"Industrial Fan 24""",Plumbing,Pipe Tools,DeWalt,263.26,285,3.7,3829,DeWalt Pipe Tools product suitable for industrial use.,1008022.5399999999,False,High,High
GRN-1336,"Industrial Fan 24""",Lighting,Work Lights,Dayton,55.53,85,4.7,344,Dayton Work Lights product suitable for industrial use.,19102.32,False,Low,Low
GRN-1337,Portable Air Compressor,Compressed Air,Compressors,DeWalt,340.92,278,4.4,1018,DeWalt Compressors product suitable for industrial use.,347056.56,False,Low,High
GRN-1338,"Tool Bag 18""",Compressed Air,Compressors,Eaton,425.53,486,3.8,1808,Eaton Compressors product suitable for industrial use.,769358.24,False,Medium,High
GRN-1339,Safety Gloves - Large,Power Tools,Wrenches,DeWalt,308.78,299,4.8,246,DeWalt Wrenches product suitable for industrial use.,75959.87999999999,False,Low,High
GRN-1340,"Tool Bag 18""",Power Tools,Screwdrivers,Dayton,213.56,217,3.9,792,Dayton Screwdrivers product suitable for industrial use.,169139.52,False,Low,Medium
GRN-1341,Pipe Wrench,Footwear,Work Boots,Kidde,143.42,328,4.8,2635,Kidde Work Boots product suitable for industrial use.,377911.69999999995,False,Medium,Medium
GRN-1342,Pipe Wrench,Electrical,Extension Cords,Milwaukee,367.42,470,4.3,1577,Milwaukee Extension Cords product suitable for industrial use.,579421.34,False,Medium,High
GRN-1343,"Tool Bag 18""",Ladders & Scaff.,Step Ladders,Ansell,416.56,362,4.8,4974,Ansell Step Ladders product suitable for industrial use.,2071969.44,False,High,High
GRN-1344,LED Work Light,Safety Equipment,Hand Protection,Zep,477.66,293,4.0,2794,Zep Hand Protection product suitable for industrial use.,1334582.04,False,Medium,High
GRN-1345,LED Work Light,HVAC,Air Filters,GE,473.7,277,3.9,3604,GE Air Filters product suitable for industrial use.,1707214.8,False,High,High
GRN-1346,Fire Extinguisher ABC,Safety Equipment,Fire Safety,DeWalt,444.27,362,3.6,3112,DeWalt Fire Safety product suitable for industrial use.,1382568.24,False,High,High
GRN-1347,Safety Gloves - Large,Plumbing,Pipe Tools,Eaton,120.25,36,4.9,1729,Eaton Pipe Tools product suitable for industrial use.,207912.25,False,Medium,Medium
GRN-1348,"Tool Bag 18""",Plumbing,Pipe Tools,Milwaukee,110.59,343,4.2,4719,Milwaukee Pipe Tools product suitable for industrial use.,521874.21,False,High,Medium
GRN-1349,"Industrial Fan 24""",Plumbing,Pipe Tools,Bosch,403.56,221,4.1,3428,Bosch Pipe Tools product suitable for industrial use.,1383403.68,False,High,High
GRN-1350,Heavy Duty Drill,Ladders & Scaff.,Step Ladders,Eaton,256.35,237,3.6,4065,Eaton Step Ladders product suitable for industrial use.,1042062.7500000001,False,High,High
GRN-1351,LED Work Light,Footwear,Work Boots,3M,250.56,220,3.8,2911,3M Work Boots product suitable for industrial use.,729380.16,False,Medium,High
GRN-1352,Circuit Breaker 20A,Plumbing,Pipe Tools,Timberland PRO,236.92,261,3.8,141,Timberland PRO Pipe Tools product suitable for industrial use.,33405.72,False,Low,Medium
GRN-1353,Pipe Wrench,Cleaning Supplies,Surface Cleaners,Grainger,19.12,92,4.3,4593,Grainger Surface Cleaners product suitable for industrial use.,87818.16,False,High,Low
GRN-1354,Cordless Screwdriver,Plumbing,Pipe Tools,Ansell,425.75,177,3.6,1191,Ansell Pipe Tools product suitable for industrial use.,507068.25,False,Low,High
GRN-1355,Oil-Resistant Boots,Compressed Air,Compressors,Werner,200.06,430,4.6,410,Werner Compressors product suitable for industrial use.,82024.6,False,Low,Medium
GRN-1356,"Tool Bag 18""",Ladders & Scaff.,Step Ladders,Werner,220.27,388,4.3,4311,Werner Step Ladders product suitable for industrial use.,949583.9700000001,False,High,Medium
GRN-1357,Ladder 6ft Fiberglass,Plumbing,Pipe Tools,Grainger,333.3,104,3.6,4416,Grainger Pipe Tools product suitable for industrial use.,1471852.8,False,High,High
GRN-1358,LED Work Light,Footwear,Work Boots,Ansell,405.72,154,4.7,1151,Ansell Work Boots product suitable for industrial use.,466983.72000000003,False,Low,High
GRN-1359,"Tool Bag 18""",Electrical,Extension Cords,3M,435.56,14,4.3,4637,3M Extension Cords product suitable for industrial use.,2019691.72,True,High,High
GRN-1360,Cordless Screwdriver,HVAC,Air Filters,Dayton,199.05,361,3.8,594,Dayton Air Filters product suitable for industrial use.,118235.70000000001,False,Low,Medium
GRN-1361,Oil-Resistant Boots,Compressed Air,Compressors,Milwaukee,154.59,90,3.6,4687,Milwaukee Compressors product suitable for industrial use.,724563.33,False,High,Medium
GRN-1362,Industrial Cleaner,Footwear,Work Boots,Grainger,297.52,281,4.0,2829,Grainger Work Boots product suitable for industrial use.,841684.08,False,Medium,High
GRN-1363,Pipe Wrench,Plumbing,Pipe Tools,Timberland PRO,421.34,124,4.4,1504,Timberland PRO Pipe Tools product suitable for industrial use.,633695.36,False,Medium,High
GRN-1364,Circuit Breaker 20A,Cleaning Supplies,Surface Cleaners,Eaton,433.53,181,4.6,1185,Eaton Surface Cleaners product suitable for industrial use.,513733.05,False,Low,High
GRN-1365,LED Work Light,Electrical,Circuit Protection,Dayton,274.53,343,4.0,3114,Dayton Circuit Protection product suitable for industrial use.,854886.4199999999,False,High,High
GRN-1366,Adjustable Wrench,Safety Equipment,Fire Safety,GE,195.95,277,4.0,1829,GE Fire Safety product suitable for industrial use.,358392.55,False,Medium,Medium
GRN-1367,Circuit Breaker 20A,Compressed Air,Compressors,Ansell,175.41,36,4.0,4848,Ansell Compressors product suitable for industrial use.,850387.6799999999,False,High,Medium
GRN-1368,Oil-Resistant Boots,Safety Equipment,Fire Safety,Timberland PRO,217.29,264,5.0,2833,Timberland PRO Fire Safety product suitable for industrial use.,615582.57,False,Medium,Medium
GRN-1369,Air Filter 16x25x1,Cleaning Supplies,Surface Cleaners,3M,361.79,456,5.0,3654,3M Surface Cleaners product suitable for industrial use.,1321980.6600000001,False,High,High
GRN-1370,Safety Gloves - Large,HVAC,Ventilation Fans,Eaton,284.07,349,4.5,1658,Eaton Ventilation Fans product suitable for industrial use.,470988.06,False,Medium,High
GRN-1371,"Tool Bag 18""",Electrical,Extension Cords,Ansell,279.57,317,4.8,4501,Ansell Extension Cords product suitable for industrial use.,1258344.57,False,High,High
GRN-1372,Industrial Cleaner,Ladders & Scaff.,Step Ladders,Timberland PRO,67.93,448,4.1,1852,Timberland PRO Step Ladders product suitable for industrial use.,125806.36000000002,False,Medium,Low
GRN-1373,LED Work Light,Power Tools,Drills,Grainger,144.91,444,4.5,3401,Grainger Drills product suitable for industrial use.,492838.91,False,High,Medium
GRN-1374,Industrial Cleaner,HVAC,Air Filters,DeWalt,320.99,157,4.7,2604,DeWalt Air Filters product suitable for industrial use.,835857.9600000001,False,Medium,High
GRN-1375,Air Filter 16x25x1,Compressed Air,Compressors,GE,474.98,328,4.6,2972,GE Compressors product suitable for industrial use.,1411640.56,False,Medium,High
GRN-1376,Safety Gloves - Large,Lighting,Work Lights,Ansell,222.97,224,4.8,2554,Ansell Work Lights product suitable for industrial use.,569465.38,False,Medium,Medium
GRN-1377,"Industrial Fan 24""",Ladders & Scaff.,Step Ladders,Zep,40.55,42,3.7,293,Zep Step Ladders product suitable for industrial use.,11881.15,False,Low,Low
GRN-1378,Adjustable Wrench,HVAC,Ventilation Fans,Bosch,186.76,383,4.6,3602,Bosch Ventilation Fans product suitable for industrial use.,672709.52,False,High,Medium
GRN-1379,Adjustable Wrench,Cleaning Supplies,Surface Cleaners,Kidde,481.45,361,4.6,2436,Kidde Surface Cleaners product suitable for industrial use.,1172812.2,False,Medium,High
GRN-1380,Industrial Cleaner,Ladders & Scaff.,Step Ladders,Timberland PRO,161.88,433,4.3,4273,Timberland PRO Step Ladders product suitable for industrial use.,691713.24,False,High,Medium
GRN-1381,Extension Cord 50ft,Cleaning Supplies,Surface Cleaners,GE,424.8,112,3.9,4144,GE Surface Cleaners product suitable for industrial use.,1760371.2,False,High,High
GRN-1382,Air Filter 16x25x1,Ladders & Scaff.,Step Ladders,Eaton,329.15,118,3.6,2358,Eaton Step Ladders product suitable for industrial use.,776135.7,False,Medium,High
GRN-1383,Cordless Screwdriver,Power Tools,Screwdrivers,Eaton,352.98,390,3.5,2199,Eaton Screwdrivers product suitable for industrial use.,776203.02,False,Medium,High
GRN-1384,"Industrial Fan 24""",Lighting,Work Lights,Zep,387.38,24,3.8,4874,Zep Work Lights product suitable for industrial use.,1888090.1199999999,False,High,High
GRN-1385,Oil-Resistant Boots,Ladders & Scaff.,Step Ladders,Timberland PRO,489.38,181,3.8,1051,Timberland PRO Step Ladders product suitable for industrial use.,514338.38,False,Low,High
GRN-1386,Portable Air Compressor,Ladders & Scaff.,Step Ladders,Kidde,486.31,300,4.3,3597,Kidde Step Ladders product suitable for industrial use.,1749257.07,False,High,High
GRN-1387,Pipe Wrench,Safety Equipment,Hand Protection,GE,410.66,178,5.0,4751,GE Hand Protection product suitable for industrial use.,1951045.6600000001,False,High,High
GRN-1388,Oil-Resistant Boots,HVAC,Ventilation Fans,Zep,306.01,80,4.4,3854,Zep Ventilation Fans product suitable for industrial use.,1179362.54,False,High,High
GRN-1389,Adjustable Wrench,Plumbing,Pipe Tools,Milwaukee,419.53,174,4.7,348,Milwaukee Pipe Tools product suitable for industrial use.,145996.44,False,Low,High
GRN-1390,Adjustable Wrench,Compressed Air,Compressors,Eaton,60.94,96,4.3,2564,Eaton Compressors product suitable for industrial use.,156250.16,False,Medium,Low
GRN-1391,Industrial Cleaner,Power Tools,Wrenches,Zep,273.69,15,4.0,3769,Zep Wrenches product suitable for industrial use.,1031537.61,True,High,High
GRN-1392,"Industrial Fan 24""",Tools Storage,Tool Bags,Grainger,207.99,85,4.5,2807,Grainger Tool Bags product suitable for industrial use.,583827.93,False,Medium,Medium
GRN-1393,Cordless Screwdriver,Plumbing,Pipe Tools,Milwaukee,391.39,127,4.7,869,Milwaukee Pipe Tools product suitable for industrial use.,340117.91,False,Low,High
GRN-1394,Adjustable Wrench,Electrical,Circuit Protection,Zep,280.02,280,4.9,4252,Zep Circuit Protection product suitable for industrial use.,1190645.04,False,High,High
GRN-1395,Circuit Breaker 20A,Electrical,Extension Cords,GE,177.29,96,4.1,2971,GE Extension Cords product suitable for industrial use.,526728.59,False,Medium,Medium
GRN-1396,"Tool Bag 18""",Compressed Air,Compressors,Milwaukee,375.06,171,3.6,2104,Milwaukee Compressors product suitable for industrial use.,789126.24,False,Medium,High
GRN-1397,"Industrial Fan 24""",Compressed Air,Compressors,Eaton,198.92,27,4.3,1278,Eaton Compressors product suitable for industrial use.,254219.75999999998,False,Low,Medium
GRN-1398,Industrial Cleaner,Plumbing,Pipe Tools,Eaton,233.7,366,4.5,1008,Eaton Pipe Tools product suitable for industrial use.,235569.59999999998,False,Low,Medium
GRN-1399,Safety Gloves - Large,HVAC,Ventilation Fans,Werner,391.53,415,4.3,2933,Werner Ventilation Fans product suitable for industrial use.,1148357.49,False,Medium,High
GRN-1400,Adjustable Wrench,Power Tools,Wrenches,3M,33.76,54,4.2,989,3M Wrenches product suitable for industrial use.,33388.64,False,Low,Low
GRN-1401,Air Filter 16x25x1,Compressed Air,Compressors,Kidde,131.27,318,4.6,2423,Kidde Compressors product suitable for industrial use.,318067.21,False,Medium,Medium
GRN-1402,"Tool Bag 18""",Compressed Air,Compressors,Timberland PRO,228.07,261,4.0,829,Timberland PRO Compressors product suitable for industrial use.,189070.03,False,Low,Medium
GRN-1403,Oil-Resistant Boots,Electrical,Extension Cords,Bosch,494.8,53,3.9,1375,Bosch Extension Cords product suitable for industrial use.,680350.0,False,Low,High
GRN-1404,Industrial Cleaner,HVAC,Air Filters,GE,107.92,218,4.8,2061,GE Air Filters product suitable for industrial use.,222423.12,False,Medium,Medium
GRN-1405,Industrial Cleaner,Electrical,Extension Cords,Eaton,310.68,124,4.4,2440,Eaton Extension Cords product suitable for industrial use.,758059.2000000001,False,Medium,High
GRN-1406,Air Filter 16x25x1,Lighting,Work Lights,Grainger,230.72,95,5.0,3712,Grainger Work Lights product suitable for industrial use.,856432.64,False,High,Medium
GRN-1407,Circuit Breaker 20A,Compressed Air,Compressors,3M,127.48,459,3.8,708,3M Compressors product suitable for industrial use.,90255.84,False,Low,Medium
GRN-1408,Adjustable Wrench,Ladders & Scaff.,Step Ladders,DeWalt,74.21,160,4.8,968,DeWalt Step Ladders product suitable for industrial use.,71835.28,False,Low,Low
GRN-1409,Pipe Wrench,Plumbing,Pipe Tools,Ansell,428.97,217,4.4,4456,Ansell Pipe Tools product suitable for industrial use.,1911490.32,False,High,High
GRN-1410,Adjustable Wrench,Lighting,Work Lights,Werner,13.73,418,4.5,356,Werner Work Lights product suitable for industrial use.,4887.88,False,Low,Low
GRN-1411,Industrial Cleaner,Footwear,Work Boots,Grainger,73.88,482,4.5,407,Grainger Work Boots product suitable for industrial use.,30069.16,False,Low,Low
GRN-1412,Heavy Duty Drill,Electrical,Circuit Protection,GE,216.36,254,4.9,4904,GE Circuit Protection product suitable for industrial use.,1061029.4400000002,False,High,Medium
GRN-1413,Oil-Resistant Boots,Safety Equipment,Fire Safety,3M,409.36,230,4.8,2639,3M Fire Safety product suitable for industrial use.,1080301.04,False,Medium,High
GRN-1414,Extension Cord 50ft,Plumbing,Pipe Tools,3M,18.24,49,3.6,4409,3M Pipe Tools product suitable for industrial use.,80420.15999999999,False,High,Low
GRN-1415,Cordless Screwdriver,Electrical,Circuit Protection,GE,309.08,331,4.9,794,GE Circuit Protection product suitable for industrial use.,245409.52,False,Low,High
GRN-1416,Cordless Screwdriver,Cleaning Supplies,Surface Cleaners,Bosch,87.18,31,4.7,809,Bosch Surface Cleaners product suitable for industrial use.,70528.62000000001,False,Low,Low
GRN-1417,LED Work Light,Safety Equipment,Fire Safety,Dayton,402.35,25,4.1,4401,Dayton Fire Safety product suitable for industrial use.,1770742.35,False,High,High
GRN-1418,Pipe Wrench,Power Tools,Wrenches,GE,465.17,405,3.9,1784,GE Wrenches product suitable for industrial use.,829863.28,False,Medium,High
GRN-1419,Oil-Resistant Boots,Lighting,Work Lights,3M,287.45,282,3.6,3609,3M Work Lights product suitable for industrial use.,1037407.0499999999,False,High,High
GRN-1420,Fire Extinguisher ABC,Plumbing,Pipe Tools,GE,97.88,386,4.6,265,GE Pipe Tools product suitable for industrial use.,25938.199999999997,False,Low,Low
GRN-1421,LED Work Light,Cleaning Supplies,Surface Cleaners,Milwaukee,366.37,22,4.5,3039,Milwaukee Surface Cleaners product suitable for industrial use.,1113398.43,False,High,High
GRN-1422,Heavy Duty Drill,Safety Equipment,Hand Protection,GE,52.35,67,4.1,3326,GE Hand Protection product suitable for industrial use.,174116.1,False,High,Low
GRN-1423,Extension Cord 50ft,Plumbing,Pipe Tools,Milwaukee,69.19,430,4.8,257,Milwaukee Pipe Tools product suitable for industrial use.,17781.829999999998,False,Low,Low
GRN-1424,Ladder 6ft Fiberglass,Footwear,Work Boots,Dayton,81.64,457,4.8,651,Dayton Work Boots product suitable for industrial use.,53147.64,False,Low,Low
GRN-1425,Extension Cord 50ft,Footwear,Work Boots,3M,294.99,318,4.8,1578,3M Work Boots product suitable for industrial use.,465494.22000000003,False,Medium,High
GRN-1426,Extension Cord 50ft,Cleaning Supplies,Surface Cleaners,Bosch,240.98,464,4.7,2121,Bosch Surface Cleaners product suitable for industrial use.,511118.57999999996,False,Medium,Medium
GRN-1427,Air Filter 16x25x1,HVAC,Air Filters,Eaton,105.07,348,3.9,1651,Eaton Air Filters product suitable for industrial use.,173470.56999999998,False,Medium,Medium
GRN-1428,Adjustable Wrench,Plumbing,Pipe Tools,Eaton,291.5,319,3.9,469,Eaton Pipe Tools product suitable for industrial use.,136713.5,False,Low,High
GRN-1429,"Industrial Fan 24""",Ladders & Scaff.,Step Ladders,GE,412.49,50,4.3,4427,GE Step Ladders product suitable for industrial use.,1826093.23,False,High,High
GRN-1430,Portable Air Compressor,Cleaning Supplies,Surface Cleaners,Milwaukee,257.74,398,4.4,2502,Milwaukee Surface Cleaners product suitable for industrial use.,644865.48,False,Medium,High
GRN-1431,Pipe Wrench,Ladders & Scaff.,Step Ladders,Bosch,217.86,175,3.6,4714,Bosch Step Ladders product suitable for industrial use.,1026992.04,False,High,Medium
GRN-1432,Portable Air Compressor,Plumbing,Pipe Tools,Timberland PRO,466.71,197,4.8,2766,Timberland PRO Pipe Tools product suitable for industrial use.,1290919.8599999999,False,Medium,High
GRN-1433,Adjustable Wrench,Compressed Air,Compressors,GE,144.33,481,4.4,518,GE Compressors product suitable for industrial use.,74762.94,False,Low,Medium
GRN-1434,Adjustable Wrench,Lighting,Work Lights,3M,339.12,153,4.2,4218,3M Work Lights product suitable for industrial use.,1430408.16,False,High,High
GRN-1435,Pipe Wrench,Cleaning Supplies,Surface Cleaners,GE,199.08,323,4.4,1210,GE Surface Cleaners product suitable for industrial use.,240886.80000000002,False,Low,Medium
GRN-1436,Industrial Cleaner,Lighting,Work Lights,Ansell,185.1,179,4.5,1726,Ansell Work Lights product suitable for industrial use.,319482.6,False,Medium,Medium
GRN-1437,LED Work Light,Safety Equipment,Hand Protection,Bosch,139.04,78,4.7,3603,Bosch Hand Protection product suitable for industrial use.,500961.12,False,High,Medium
GRN-1438,Extension Cord 50ft,Compressed Air,Compressors,Grainger,141.61,190,4.6,3469,Grainger Compressors product suitable for industrial use.,491245.09,False,High,Medium
GRN-1439,Oil-Resistant Boots,Compressed Air,Compressors,Timberland PRO,124.11,6,4.5,789,Timberland PRO Compressors product suitable for industrial use.,97922.79,True,Low,Medium
GRN-1440,Cordless Screwdriver,Lighting,Work Lights,Bosch,272.99,53,3.8,3874,Bosch Work Lights product suitable for industrial use.,1057563.26,False,High,High
GRN-1441,Industrial Cleaner,Electrical,Circuit Protection,GE,374.99,235,4.5,2901,GE Circuit Protection product suitable for industrial use.,1087845.99,False,Medium,High
GRN-1442,Industrial Cleaner,Electrical,Circuit Protection,Timberland PRO,178.89,337,4.4,3289,Timberland PRO Circuit Protection product suitable for industrial use.,588369.21,False,High,Medium
GRN-1443,Ladder 6ft Fiberglass,Compressed Air,Compressors,Milwaukee,104.02,280,3.6,4696,Milwaukee Compressors product suitable for industrial use.,488477.92,False,High,Medium
GRN-1444,Cordless Screwdriver,Footwear,Work Boots,Kidde,260.17,271,4.7,2364,Kidde Work Boots product suitable for industrial use.,615041.88,False,Medium,High
GRN-1445,"Industrial Fan 24""",Footwear,Work Boots,DeWalt,48.03,282,4.2,1375,DeWalt Work Boots product suitable for industrial use.,66041.25,False,Low,Low
GRN-1446,Adjustable Wrench,Footwear,Work Boots,Eaton,125.09,172,4.6,2696,Eaton Work Boots product suitable for industrial use.,337242.64,False,Medium,Medium
GRN-1447,"Tool Bag 18""",Ladders & Scaff.,Step Ladders,Grainger,28.08,286,4.0,1251,Grainger Step Ladders product suitable for industrial use.,35128.079999999994,False,Low,Low
GRN-1448,Industrial Cleaner,Electrical,Circuit Protection,Timberland PRO,425.08,445,4.5,4233,Timberland PRO Circuit Protection product suitable for industrial use.,1799363.64,False,High,High
GRN-1449,Heavy Duty Drill,Tools Storage,Tool Bags,Eaton,180.69,243,4.2,2987,Eaton Tool Bags product suitable for industrial use.,539721.03,False,Medium,Medium
GRN-1450,Extension Cord 50ft,Compressed Air,Compressors,Eaton,174.5,199,4.4,1919,Eaton Compressors product suitable for industrial use.,334865.5,False,Medium,Medium
GRN-1451,Ladder 6ft Fiberglass,Ladders & Scaff.,Step Ladders,DeWalt,120.46,1,4.0,1907,DeWalt Step Ladders product suitable for industrial use.,229717.22,True,Medium,Medium
GRN-1452,"Industrial Fan 24""",Compressed Air,Compressors,3M,139.94,461,4.1,1492,3M Compressors product suitable for industrial use.,208790.48,False,Low,Medium
GRN-1453,Air Filter 16x25x1,HVAC,Ventilation Fans,DeWalt,101.49,218,4.2,1676,DeWalt Ventilation Fans product suitable for industrial use.,170097.24,False,Medium,Medium
GRN-1454,Ladder 6ft Fiberglass,Power Tools,Screwdrivers,Zep,186.1,371,3.8,2191,Zep Screwdrivers product suitable for industrial use.,407745.1,False,Medium,Medium
GRN-1455,Extension Cord 50ft,Compressed Air,Compressors,Ansell,402.49,246,3.5,4048,Ansell Compressors product suitable for industrial use.,1629279.52,False,High,High
GRN-1456,Fire Extinguisher ABC,Safety Equipment,Fire Safety,Eaton,35.07,172,4.4,3527,Eaton Fire Safety product suitable for industrial use.,123691.89,False,High,Low
GRN-1457,Oil-Resistant Boots,Ladders & Scaff.,Step Ladders,Milwaukee,71.04,203,3.7,3803,Milwaukee Step Ladders product suitable for industrial use.,270165.12,False,High,Low
GRN-1458,Industrial Cleaner,Safety Equipment,Fire Safety,Zep,182.34,273,3.7,2686,Zep Fire Safety product suitable for industrial use.,489765.24,False,Medium,Medium
GRN-1459,Circuit Breaker 20A,Tools Storage,Tool Bags,GE,50.41,472,4.5,3937,GE Tool Bags product suitable for industrial use.,198464.16999999998,False,High,Low
GRN-1460,Oil-Resistant Boots,Plumbing,Pipe Tools,Milwaukee,100.99,481,4.2,1626,Milwaukee Pipe Tools product suitable for industrial use.,164209.74,False,Medium,Medium
GRN-1461,LED Work Light,Tools Storage,Tool Bags,Milwaukee,115.91,403,4.1,1432,Milwaukee Tool Bags product suitable for industrial use.,165983.12,False,Low,Medium
GRN-1462,Pipe Wrench,Ladders & Scaff.,Step Ladders,Milwaukee,101.57,472,4.2,2340,Milwaukee Step Ladders product suitable for industrial use.,237673.8,False,Medium,Medium
GRN-1463,Circuit Breaker 20A,Compressed Air,Compressors,Eaton,94.13,4,3.8,127,Eaton Compressors product suitable for industrial use.,11954.51,True,Low,Low
GRN-1464,"Industrial Fan 24""",Footwear,Work Boots,Eaton,334.81,257,3.6,2035,Eaton Work Boots product suitable for industrial use.,681338.35,False,Medium,High
GRN-1465,Oil-Resistant Boots,Ladders & Scaff.,Step Ladders,Dayton,408.09,251,4.6,3627,Dayton Step Ladders product suitable for industrial use.,1480142.43,False,High,High
GRN-1466,Heavy Duty Drill,Footwear,Work Boots,Eaton,239.52,314,4.2,4566,Eaton Work Boots product suitable for industrial use.,1093648.32,False,High,Medium
GRN-1467,"Tool Bag 18""",Power Tools,Screwdrivers,Eaton,296.23,174,4.2,2610,Eaton Screwdrivers product suitable for industrial use.,773160.3,False,Medium,High
GRN-1468,Air Filter 16x25x1,Ladders & Scaff.,Step Ladders,Zep,359.38,408,4.1,4101,Zep Step Ladders product suitable for industrial use.,1473817.38,False,High,High
GRN-1469,Adjustable Wrench,Ladders & Scaff.,Step Ladders,Kidde,184.07,230,3.7,2278,Kidde Step Ladders product suitable for industrial use.,419311.45999999996,False,Medium,Medium
GRN-1470,Industrial Cleaner,Tools Storage,Tool Bags,Werner,23.42,101,4.9,2513,Werner Tool Bags product suitable for industrial use.,58854.46000000001,False,Medium,Low
GRN-1471,Air Filter 16x25x1,Electrical,Circuit Protection,Grainger,289.6,123,3.8,4597,Grainger Circuit Protection product suitable for industrial use.,1331291.2000000002,False,High,High
GRN-1472,Safety Gloves - Large,Ladders & Scaff.,Step Ladders,GE,192.5,337,4.3,2577,GE Step Ladders product suitable for industrial use.,496072.5,False,Medium,Medium
GRN-1473,Air Filter 16x25x1,Safety Equipment,Hand Protection,Werner,280.16,73,4.7,4059,Werner Hand Protection product suitable for industrial use.,1137169.4400000002,False,High,High
GRN-1474,Safety Gloves - Large,Electrical,Extension Cords,Kidde,414.64,430,4.5,491,Kidde Extension Cords product suitable for industrial use.,203588.24,False,Low,High
GRN-1475,Cordless Screwdriver,Lighting,Work Lights,Werner,424.68,194,3.8,771,Werner Work Lights product suitable for industrial use.,327428.28,False,Low,High
GRN-1476,Industrial Cleaner,Ladders & Scaff.,Step Ladders,Ansell,154.17,131,3.6,565,Ansell Step Ladders product suitable for industrial use.,87106.04999999999,False,Low,Medium
GRN-1477,Heavy Duty Drill,HVAC,Air Filters,GE,294.7,150,3.6,4620,GE Air Filters product suitable for industrial use.,1361514.0,False,High,High
GRN-1478,Pipe Wrench,Cleaning Supplies,Surface Cleaners,Werner,11.14,416,4.9,3696,Werner Surface Cleaners product suitable for industrial use.,41173.44,False,High,Low
GRN-1479,Cordless Screwdriver,Footwear,Work Boots,Ansell,331.85,74,3.8,1364,Ansell Work Boots product suitable for industrial use.,452643.4,False,Low,High
GRN-1480,Safety Gloves - Large,Safety Equipment,Fire Safety,GE,368.48,285,4.8,139,GE Fire Safety product suitable for industrial use.,51218.72,False,Low,High
GRN-1481,LED Work Light,Plumbing,Pipe Tools,Dayton,425.09,252,3.9,2800,Dayton Pipe Tools product suitable for industrial use.,1190252.0,False,Medium,High
GRN-1482,Industrial Cleaner,Power Tools,Drills,Dayton,194.8,418,4.3,396,Dayton Drills product suitable for industrial use.,77140.8,False,Low,Medium
GRN-1483,Extension Cord 50ft,Compressed Air,Compressors,Timberland PRO,472.51,169,4.3,3206,Timberland PRO Compressors product suitable for industrial use.,1514867.06,False,High,High
GRN-1484,Oil-Resistant Boots,Compressed Air,Compressors,Milwaukee,66.9,162,4.5,3119,Milwaukee Compressors product suitable for industrial use.,208661.1,False,High,Low
GRN-1485,"Tool Bag 18""",Electrical,Extension Cords,Ansell,158.18,485,4.0,4426,Ansell Extension Cords product suitable for industrial use.,700104.68,False,High,Medium
GRN-1486,Portable Air Compressor,Lighting,Work Lights,Bosch,411.8,412,3.9,3012,Bosch Work Lights product suitable for industrial use.,1240341.6,False,High,High
GRN-1487,Ladder 6ft Fiberglass,HVAC,Ventilation Fans,DeWalt,457.67,191,4.3,419,DeWalt Ventilation Fans product suitable for industrial use.,191763.73,False,Low,High
GRN-1488,LED Work Light,Electrical,Circuit Protection,Werner,210.06,20,3.9,2197,Werner Circuit Protection product suitable for industrial use.,461501.82,False,Medium,Medium
GRN-1489,Pipe Wrench,Lighting,Work Lights,Zep,241.92,299,4.5,4724,Zep Work Lights product suitable for industrial use.,1142830.0799999998,False,High,Medium
GRN-1490,Portable Air Compressor,Plumbing,Pipe Tools,Zep,391.78,218,4.3,4462,Zep Pipe Tools product suitable for industrial use.,1748122.3599999999,False,High,High
GRN-1491,Circuit Breaker 20A,Tools Storage,Tool Bags,Kidde,25.84,161,4.2,1807,Kidde Tool Bags product suitable for industrial use.,46692.88,False,Medium,Low
GRN-1492,Circuit Breaker 20A,Compressed Air,Compressors,Werner,128.6,258,4.0,4783,Werner Compressors product suitable for industrial use.,615093.7999999999,False,High,Medium
GRN-1493,Safety Gloves - Large,Safety Equipment,Fire Safety,Werner,190.5,354,4.3,4411,Werner Fire Safety product suitable for industrial use.,840295.5,False,High,Medium
GRN-1494,Heavy Duty Drill,Lighting,Work Lights,3M,488.38,269,3.7,4979,3M Work Lights product suitable for industrial use.,2431644.02,False,High,High
GRN-1495,Heavy Duty Drill,Ladders & Scaff.,Step Ladders,GE,436.8,430,3.8,4196,GE Step Ladders product suitable for industrial use.,1832812.8,False,High,High
